41288.23736, 3,  -4.106,  7.067,  4.915
41288.23973, 3,  -4.065,  7.072,  4.949
41288.24210, 3,  -4.017,  7.060,  4.939
41288.24447, 3,  -3.972,  7.039,  4.913
41288.24684, 3,  -3.926,  7.027,  4.894
41288.24922, 3,  -3.878,  7.010,  4.886
41288.25159, 3,  -3.878,  7.010,  4.886
41288.25396, 3,  -3.878,  7.010,  4.886
41288.25633, 3,  -3.878,  7.010,  4.886
41288.25870, 3,  -3.878,  7.010,  4.886
41288.26107, 3,  -3.728,  7.010,  4.759
41288.26342, 3,  -3.665,  7.015,  4.714
41288.26575, 3,  -3.622,  7.022,  4.680
41288.26807, 3,  -3.622,  7.027,  4.654
41288.27040, 3,  -3.617,  7.029,  4.661
41288.27272, 3,  -3.608,  7.041,  4.661
41288.27505, 3,  -3.610,  7.065,  4.661
41288.27739, 3,  -3.613,  7.084,  4.673
41288.27977, 3,  -3.622,  7.087,  4.680
41288.28214, 3,  -3.627,  7.091,  4.721, 5,  21.891,-24.252,-42.566
41288.28451, 3,  -3.637,  7.101,  4.759
41288.28688, 3,  -3.649,  7.099,  4.800
41288.28925, 3,  -3.646,  7.089,  4.824
41288.29162, 3,  -3.658,  7.089,  4.846
41288.29399, 3,  -3.673,  7.099,  4.889, 5,  22.511,-24.524,-42.797
41288.29636, 3,  -3.685,  7.091,  4.927
41288.29874, 3,  -3.699,  7.077,  4.987
41288.30111, 3,  -3.720,  7.077,  5.061
41288.30348, 3,  -3.735,  7.079,  5.140, 5,  22.484,-24.828,-43.647
41288.30585, 3,  -3.720,  7.079,  5.207
41288.30822, 3,  -3.706,  7.084,  5.255
41288.31059, 3,  -3.704,  7.089,  5.301
41288.31296, 3,  -3.689,  7.089,  5.329, 5,  22.067,-23.772,-43.444
41288.31534, 3,  -3.658,  7.077,  5.336
41288.31771, 3,  -3.622,  7.036,  5.313
41288.32008, 3,  -3.606,  7.012,  5.286
41288.32245, 3,  -3.572,  7.003,  5.298
41288.32482, 3,  -3.538,  6.986,  5.315, 5,  22.701,-23.892,-43.330
41288.32719, 3,  -3.546,  6.972,  5.329
41288.32956, 3,  -3.543,  6.952,  5.351
41288.33194, 3,  -3.519,  6.936,  5.372, 4,  -0.179, -0.719, -0.075
41288.33431, 3,  -3.500,  6.931,  5.394, 4,  -0.172, -0.710, -0.073, 5,  23.641,-23.986,-44.339
41288.33668, 3,  -3.498,  6.931,  5.432, 4,  -0.164, -0.702, -0.072
41288.33905, 3,  -3.507,  6.919,  5.473
41288.34142, 3,  -3.531,  6.905,  5.509, 4,  -0.150, -0.696, -0.067
41288.34379, 3,  -3.541,  6.905,  5.550, 4,  -0.143, -0.694, -0.064, 5,  23.024,-23.876,-43.020
41288.34616, 3,  -3.543,  6.912,  5.593
41288.34854, 3,  -3.558,  6.902,  5.595, 4,  -0.131, -0.694, -0.058
41288.35091, 3,  -3.562,  6.897,  5.593, 4,  -0.127, -0.693, -0.055
41288.35328, 3,  -3.560,  6.914,  5.609, 4,  -0.123, -0.690, -0.051
41288.35562, 3,  -3.567,  6.940,  5.619, 5,  23.807,-23.820,-44.635
41288.35794, 3,  -3.577,  6.974,  5.626, 4,  -0.112, -0.682, -0.045
41288.36026, 3,  -3.589,  7.015,  5.657, 4,  -0.108, -0.678, -0.041
41288.36259, 3,  -3.632,  7.058,  5.708
41288.36491, 3,  -3.692,  7.106,  5.782, 4,  -0.103, -0.677, -0.034, 5,  23.006,-23.865,-44.612
41288.36723, 3,  -3.735,  7.163,  5.887, 4,  -0.100, -0.683, -0.028
41288.36955, 3,  -3.783,  7.194,  5.964
41288.37188, 3,  -3.826,  7.223,  6.009, 4,  -0.090, -0.691, -0.015
41288.37420, 3,  -3.840,  7.276,  6.050, 5,  22.396,-26.057,-45.138
41288.37652, 3,  -3.835,  7.314,  6.064, 4,  -0.076, -0.692, -0.001
41288.37884, 3,  -3.826,  7.324,  6.052, 4,  -0.068, -0.694,  0.007
41288.38116, 3,  -3.790,  7.333,  6.024, 4,  -0.062, -0.690,  0.016
41288.38349, 3,  -3.764,  7.350,  6.007, 4,  -0.054, -0.685,  0.025, 5,  23.373,-26.172,-42.963
41288.38581, 3,  -3.732,  7.374,  5.983, 4,  -0.044, -0.682,  0.033
41288.38813, 3,  -3.692,  7.386,  5.959, 4,  -0.034, -0.676,  0.042
41288.39045, 3,  -3.663,  7.391,  5.928, 4,  -0.024, -0.674,  0.051
41288.39277, 3,  -3.601,  7.398,  5.882, 4,  -0.015, -0.667,  0.060, 5,  24.112,-23.953,-45.148
41288.39510, 3,  -3.524,  7.398,  5.844, 4,  -0.004, -0.661,  0.065
